Gene,MCF10A_1percent,MCF10A_20percent,MCF12A_1percent,MCF12A_20percent
SLC12A2,302.31681,78.0276,68.01743,318.37784
SLC12A4,1108.99374,270.77463,345.4419,978.2209
SLC12A5,4.928620013,0,2,3
SLC12A6,496.4973,97.90292,124.8454236,403.4850668
SLC12A7,26,8.999998,81.99998,253.99999
SLC12A8,135.0329426,38.063355,27.0000143,271.384314
SLC12A9,304.037646,143.6040171,134.926114,824.7082678
SLC13A3,0,2.000004,18,121.00402
SLC13A4,21.0330989,1,5.000001,31.005687
SLC13A5,1.00426,0,0,2
SLC14A1,6.24965,0,1.28687,3.44623
SLC14A2,3.07083,2,2,6.10413
SLC15A1,1.46322,1.27448,0,4.06765
SLC15A2,7.999999,5,8.000005,17.00995
SLC15A3,0,0,0,0
SLC15A4,333.07993,94.101557,128.99994,336.00019
SLC16A1,4497.0021,569.0001,1074.99503,2769.99533
SLC16A10,5.10324,0,0,10.4378
SLC16A11,6.000000605,1.000000057,0,3.000000486
SLC16A12,2.07721,1,0,2.10793
SLC16A13,25.00003,13,4,51
SLC16A14,15,27.00003,6.0000019,52.99999
SLC16A2,579,107.00037,69.99991366,114
SLC16A3,8551.16876,2228.93106,1865.647082,5480.108829
SLC16A4,242.9501454,20.99999201,49.00007,124.73571
SLC16A5,134.99995,77.99995198,8,90.00651
SLC16A6,2,3,1,8.55693
SLC16A7,414.76976,78.620923,23.76911,537.19667
SLC16A8,1,0,0,0
SLC16A9,6,12,0,31.00004
SLC17A5,168.68252,51.2101,100.197,254.091
SLC17A7,8,1,5.000006756,6.20216
SLC17A9,0,1,0,2
SLC18A2,5.02715,1.68459,8.4004,6.97065
SLC18B1,247,112,58,444.00016
SLC19A1,192.00015,158.80926,17.000006,299.00046
SLC19A2,207.0001,68,18,172.0004
SLC19A3,3.00811,0,1,2.00279
SLC1A1,30,7,8,11
SLC1A2,3.016315781,1.213050619,0,3.371215951
SLC1A3,402.9999246,176.000389,168.0003448,1086.00009
SLC1A4,31.236301,5,33.99999,280.02409
SLC1A5,2495.0405,921.00002,541.0001,7357.1094
SLC1A6,14.09227004,2,2,20.57748
SLC20A1,3191.00179,1725.99717,214.99957,1926.99487
SLC20A2,326.00049,165.99967,45.99998,441.00043
SLC22A1,1,0,0,0
SLC22A13,12,0,0,1
SLC22A14,6,1,1,0
SLC22A15,72.99997,50,51.99995,241.00028
SLC22A16,7,4,0,9
SLC22A17,1,0,1,2.999996629
SLC22A18,142.000074,32.000007,66.999996,179.11895
SLC22A18AS,24.99996,8,12,5
SLC22A20,5.26712,2.22495,4.54784,16.0924
SLC22A23,267.99968,44.00002,72.999935,337.00022
SLC22A25,1,2.29721,3,5
SLC22A31,1,0,0,0
SLC22A4,37.5436,18,10,29.00003
SLC22A5,605.26292,217.00036,78.05178,352.235795
SLC22A9,5.23839,0,1.04601,2.00115
SLC23A1,1.999996,0,0,1.999997
SLC23A2,244.00022,119,73.00001,628.9998
SLC23A3,10.64501,3,0,5.3697445
SLC24A1,94.4899982,26.00001346,9.999998995,93.70002526
SLC24A2,3.03996,1,3,3.59379
SLC24A3,0,0,1,1
SLC24A4,3.03725,2.03586,5.31196,10.499196
SLC25A1,1683.99986,566.99962,921.00043,1554.0005
SLC25A10,91.000051,83.19341,136.9999003,420.00049
SLC25A11,259.197107,231.00027,305.6457,1199.7255
SLC25A12,202.00007,138.00048,134.99996,655.00043
SLC25A13,198.00025,129.99958,38.00004,713.99984
SLC25A14,73.05777,31.00003,26,48.00002
SLC25A15,51.99997,62.00001,27.00005,215.0002
SLC25A16,76.41575,20.999998,43.09577,233.5536
SLC25A17,201.00022,101.00007,45.0000112,280.0002618
SLC25A18,32.00003,7,2,9
SLC25A19,38.04495,53.99993,7,182.50781
SLC25A20,44.00005,30.99998,7,77
SLC25A21,19.02176,7.198656,16.568582,8.14934
SLC25A22,224,163.71432,72.999911,470.99963
SLC25A23,852.99947,204.00012,258.00034,740.00026
SLC25A24,616.86886,159,178.00032,499.0004
SLC25A25,32.36631365,31.8949,46.8257755,140.15628
SLC25A26,226.4124,86.43676,53.99997,217.8364
SLC25A27,84.999921,36.000101,25.00001054,91.00001
SLC25A28,208.9998,98.99996,121,674.9998
SLC25A29,207.216147,92.453752,127.6207728,482.57051
SLC25A3,6083.92128,2417.06212,4418.99981,11160.68821
SLC25A30,102,33.6421,36.99995214,146.82111
SLC25A32,198.33441,153.41798,33.36131,828.95172
SLC25A33,20.5499,39,12.7733,120.131
SLC25A34,5.33636,5,2.40749,3.72406
SLC25A35,17.7901,13,12,61.68923
SLC25A36,1323.998119,194.0004,675.00035,1494.996823
SLC25A37,1824.20029,396.60467,348.25488,1060.36119
SLC25A38,323,99.00004,89.00004,256.00018
SLC25A39,1154.21932,647.99262,1095.00008,2755.07811
SLC25A4,274.0003,152.9998,188.0003,326.0002
SLC25A40,231.82142,62.00005,142.94562,340.79401
SLC25A41,3,1,1,2
SLC25A42,47.03612,11,14.000023,35.99996
SLC25A43,378.0002,96,155.9998,391.99955
SLC25A44,169.98684,142.00021,128.70425,587.26589
SLC25A45,19.45503,3,0,13.376023
SLC25A46,491.99978,150.99996,151,719.99939
SLC25A48,2.17824,2.23167,2.25068,1.07178
SLC25A5,3735.93321,1739.82145,2685.00331,6654.9108
SLC25A51,123.2662,33.85514,53.99997,220.7496
SLC25A52,3.21602,0,0,1.07303
SLC25A53,12.00539,4.00218,3,11.89039
SLC25A6,8817.00524,3269.00775,3669.9978,10488.993
SLC26A1,6.36956,1,1,54.37157
SLC26A10,0,0,0.139445,5.55002057
SLC26A11,114.999944,30.99996,13.00000393,82.009931
SLC26A2,1839.00145,593,29.578561,502.978
SLC26A4,11.11930187,0,0,11.1140918
SLC26A5,1,0,2,1
SLC26A6,1428.00005,271.999952,643.9995969,561.00046
SLC26A7,7,1,3,3.999994
SLC26A8,2,0,0,0
SLC26A9,11,2,2,4
SLC27A1,298.82667,46,116.997389,326.5272
SLC27A2,40.99998,41,1.36585,27.999989
SLC27A3,714.01105,139.056304,212.0392204,567.64182
SLC27A4,120.00022,113,58.00003,905
SLC27A5,86.89049,58.26557,79.05997,214.3741
SLC27A6,33.99998,13,1,0
SLC28A1,4,0,1,0
SLC28A2,0,0.0120864,1.00427,9.42723
SLC28A3,12.99999,4,1,9
SLC29A1,257.99957,134.0000671,147.00021,1036.9994
SLC29A2,182.8038764,85.000009,26.00001671,238.240601
SLC29A3,12.00001,15.00003,20,280.00032
SLC29A4,1,6.0378,10.0494,74.70229
SLC2A1,2878.99602,261.0001,6596.00072,2458.99613
SLC2A10,3,0,0,4
SLC2A11,45.693318,21.83023017,27.002,134.5996927
SLC2A12,47.9147,12,50.7295,104.077
SLC2A13,45.00001,25.99997,16.00001,32.99996
SLC2A14,10.37127,1.15251,2.16703,0
SLC2A3,1527.63045,12.847478,15.319006,1.9999996
SLC2A4,3.0374,0,0,2.00476
SLC2A4RG,908.99994,420.00021,690.99968,1671.99727
SLC2A5,90.1631,7,3.954710188,11.24473
SLC2A6,15.0045,8,16,63.99995
SLC2A8,44.00001,24.00003,69.99996,92.99997
SLC2A9,203.00021,91.99997,42.06491,239.0001
SLC30A1,494,176,501,672
SLC30A10,5,0,1,2.038
SLC30A2,6.44454,0,2,4.06842
SLC30A3,0,0,1,1.00356
SLC30A4,96.6146,21.69629,7.18392,70.45482
SLC30A5,402.06111,197,136.41487,712.32152
SLC30A6,306.5604957,89.80368832,29.10494053,511.3310572
SLC30A7,264.44344,81.9732,24.99999,320.5641
SLC30A8,1,0,0,0
SLC30A9,798.4549,231.99432,135.00004,584.11116
SLC31A1,376.024,133.176,289.905,570.593
SLC31A2,81.1819,34.0929,33.8836,242.5597
SLC33A1,431.861,74.1289,110.21948,575.89587
SLC34A2,3,1,1,6.02443
SLC34A3,1,1,2.000000017,5
SLC35A1,152.1438,40.85358,35,197.346
SLC35A2,170.0001011,72.00002455,94.999986,282.0002887
SLC35A3,192.79803,47.10542069,84.93666,230.2417482
SLC35A4,690.1897,310.622,137.00014,937.5575
SLC35A5,400.34637,72.00002,80.304968,415.99997
SLC35B1,144.00008,117.02251,120.00127,306.185587
SLC35B2,862.9999,277.9996,428.0003,1059.999631
SLC35B3,142,49,35,210
SLC35B4,260.97186,100.60822,22.85427,277.6687
SLC35C1,182.00035,99,4.000002,269.000003
SLC35C2,342.99971,133.00004,78.1493,694.4424
SLC35D1,196,110,74,529
SLC35D2,199.00043,68.000048,112.99997,388.99965
SLC35E1,957.12852,196.81167,495.508,1271.61588
SLC35E2,76.8794,20.157818,9.91068,63.42352
SLC35E2B,1150.32443,311.79393,96.68603,908.49437
SLC35E3,166.27804,45.86236,49.61677,227.92544
SLC35E4,47.18861,44.20947,10,44.54507
SLC35F1,3.08647,0,0,0
SLC35F2,665.0002,190.00025,159.99959,633.9651001
SLC35F3,48,9,14,50
SLC35F4,5,0,0,3.000001
SLC35F5,446.99975,81.962838,75.000029,489.99987
SLC35F6,296.0715,143.99959,21.94768,1193.0172
SLC35G1,18.00143,20,25,158.00006
SLC35G2,117.01622,23.16068,2,13.31707
SLC35G5,3.44467,0,0,0
SLC35G6,1.20947,0,0,3
SLC36A1,78.99999,51,55,419.9996
SLC36A2,5.244450028,0,0,6.03078
SLC36A4,501.00022,136.0001,64.00006,132
SLC37A1,75.99996,68,18.00003,96.00002
SLC37A2,862.6036,132.36964,630.2838,2564.5834
SLC37A3,304.9146721,107.000037,61.7364044,603.00007
SLC37A4,266.000297,129.000076,133.000049,509.394333
SLC38A1,4451.50015,1055.99784,1178.00061,8732.127553
SLC38A10,633.7117,237.2705,214.1275,1165.99962
SLC38A11,0,1,1,4
SLC38A2,8986.00203,1393.998378,5444.001,12419.00568
SLC38A3,0,0,0,0
SLC38A4,1,1,0,1
SLC38A5,2.000005,1,0,3.17451
SLC38A6,46.99992008,16.231555,18,70.95042
SLC38A7,104.017208,68.00002,25.00000143,372.4271525
SLC38A9,91.23892233,44.59277,25.99841,243.4087668
SLC39A1,3151.00027,717.9996842,1118.99812,2741.0023
SLC39A10,1715.99831,430.00047,132.0000002,1052.995578
SLC39A11,100.00001,18.0000123,73.99995,400.999787
SLC39A13,510.0002,175.9997218,97.000004,354.9997333
SLC39A14,2223.38304,513.00053,656.00012,964.9999
SLC39A3,104.1025754,77.03831,45.11039,312.00507
SLC39A4,242.05398,118.00002,176.109334,490.84874
SLC39A5,0,0,0,1
SLC39A6,1116.0004,305.9999,581.9995,2415.0043
SLC39A7,560.4476,250.15121,533.10718,998.2395
SLC39A8,1231.9959,512.00029,68,326.99981
SLC39A9,1055.010087,263.99964,575.0074601,1555.99909
SLC3A1,4.74426,0,2.8203,9.4671
SLC3A2,3231.996317,1980.99513,1943.99927,8012.12158
SLC40A1,2,1,0,1
SLC41A1,672.99966,217.9999,357.99971,645.00026
SLC41A2,102.00002,24.03668,1,73.00936
SLC41A3,641.7564472,197.0000929,411.00012,801.9999
SLC43A1,5,4,5.000002,87.99997
SLC43A2,57.79945,105.07303,40.51908,951.14481
SLC43A3,1394.932264,514.999597,121.9998575,1124.16153
SLC44A1,1038.7186,246.0598,492.6725,1145.13501
SLC44A2,290.00048,82.00003327,424.99993,796.10985
SLC44A3,78.00003002,22.9999898,20.999989,27.00001042
SLC44A4,1.999999,0,0,0
SLC44A5,354.9997,46,1,7.0143002
SLC45A1,2,5.000007,0,1
SLC45A3,241.9998,87,30.99996,142.9999
SLC45A4,59.00008,39,19.00003,206.99965
SLC46A1,510.95834,158.2082,74.0359,819.22888
SLC46A3,72.99996,36,11,92
SLC47A1,1.08698,4,3,2.81897
SLC47A2,38.99995,14,1,30.00165
SLC48A1,101.16418,31.26121,22.831849,295.45146
SLC4A1,5.12037,0,2.19035,2.07453
SLC4A10,2,0,0,1
SLC4A11,22,21.99997,37.99999,160.00003
SLC4A1AP,311.46007,95.10541,114.21187,422.268748
SLC4A2,723.42186,428.9998037,394.79041,2511.566766
SLC4A3,155.00004,32,33.00001,220.999951
SLC4A4,0,0,0,0
SLC4A5,9.44893271,0,2.23363163,13.451418
SLC4A7,315.99985,65.99993761,68.99999,316.9995052
SLC4A8,14.11506202,4,13.02766235,10.04326159
SLC4A9,1,0,0,1.999997
SLC50A1,349.82084,78.1398,367.04346,673.22654
SLC51A,8.05541,1,2.00134,17.04853
SLC52A1,4.404591967,0,1.660134366,9.322173019
SLC52A2,422.07062,306.0772,379.7596148,1377.9674
SLC52A3,8.000000222,3.000000045,1,3.000000208
SLC5A1,8,0,0,3
SLC5A11,0,0,0,0
SLC5A12,0,0,1.64259,0
SLC5A2,12.4331,0,3.85217,0
SLC5A3,1622.97,129.333,1028.92,797
SLC5A4,1,0,0,0
SLC5A5,2.04831,1,1.004,1.00824
SLC5A6,132.9041,149.89906,59.18747,637.31431
SLC6A11,14,9,0,0
SLC6A12,1,1,4,0
SLC6A14,34.45489,3,31,116.741535
SLC6A15,1303.99936,302.00002,272.99967,1667.998857
SLC6A16,2.784100024,0,0,6
SLC6A17,2,4,1,0
SLC6A20,4.10895,4.08885,1,3.06509
SLC6A4,2.05535,2,0,3.210437054
SLC6A6,1418.000418,332,450.9995406,585.0003
SLC6A8,7504.9656,355.9918594,5607.71789,1432.98512
SLC6A9,61.02968,43.99996,26.99997,273.51533
SLC7A1,1140,461,223.00016,2311
SLC7A11,104.673,74.99998999,13.0167,339.452
SLC7A14,13.52389,0,1,5.56059
SLC7A2,1684.982706,553.0003783,5.000000877,53.00003149
SLC7A5,11974.3,6778.396,7650.751,41944.9284
SLC7A5P1,5,3,0,19.3436
SLC7A6,253.2758636,149.3814435,129.0252796,1046.2504
SLC7A6OS,216.8553,63.61832,56.9216,382.99496
SLC7A7,4.999999,1.99999975,4.0000041,15
SLC7A8,7.000004,2.000005,9,18.999987
SLC7A9,1.0025,0,0,1.00266
SLC8A1,5.97164657,3.72784592,1,2.99999845
SLC8A2,1,0,0,0
SLC8B1,459.1043671,179.0000957,32.00002,427.0863046
SLC9A1,833.9997,222.000399,424.00039,989.00004
SLC9A2,8,5,0,1
SLC9A3,10.1225,2,5,28.3298
SLC9A3R1,400.5346602,212.0243502,161.3142,928.3872308
SLC9A3R2,181.99998,102.00004,132.99997,587.00039
SLC9A4,1.32583,0,1.41667,0
SLC9A5,29,11.958903,11.16443,32.256672
SLC9A6,199.999735,63.00000012,74.00005,141.0004782
SLC9A7,1027.4222,197.1141247,235.21843,388.58862
SLC9A8,135.9999,65,22,259
SLC9A9,49.99996564,11,30.00003,100.99998
SLC9B1,6.99999,1.11029,3,4
SLC9B2,168.0004105,107.99996,28.9999764,229.0003
SLC9C1,1,0,1,2.999997
SLCO1A2,0,0,0,0
SLCO2A1,30.999988,20.00003,16.00004,33.99997
SLCO2B1,1.00066,0,0,1.00044
SLCO3A1,310.0078,147.999991,114.99997,539.97146
SLCO4A1,888.60768,135,263.864,109.9130698
SLCO4C1,2,0,0,2
SLCO5A1,8.00041,0,1,6.000437
SLF1,100.0000142,50.999976,29.999974,99.00003
SLF2,437.07516,95,169.04881,579.0091
SLFN11,0,0,1,1
SLFN12,66.00001002,36.0000297,1,22.99997
SLFN12L,19.794,0,2,7.8189142
SLFN13,176.17799,74.99998071,1,11.54406939
SLFN5,1281.11482,182.0461,104.9934,1651.0659
SLFNL1,4.532159,0,1.71048,12.174
SLIRP,320.03572,264.00011,290.99981,738.49718
SLIT1,2,0,2,3
SLIT2,50.00004915,40.00002,1,3.999997
SLIT3,19,2,2.2418365,49.003238
SLITRK2,12.0464,1.00369,9.06016,4.01042
SLITRK4,23.04367,13.08019,4.05978,16.01461
SLITRK5,102.557,29.4467,13,83.0032
SLITRK6,427,18,14,40
SLK,1575.9964,378.0001,843.00023,3030.9975
SLMAP,774.11381,237.0699815,176.8107984,822.13152
SLPI,1826,519,1542,2442
SLTM,801.99971,255.0004229,243.00009,1129.999871
SLU7,690.71575,205.9996,212.81531,715.10423
SLX1A,321.5557,157.0088801,119.83836,400.97268
SLX1B,19.16372,3.89E-06,18.28515,68.1098186
SLX4,114.08907,61.03769,29.00001,186.0001
SLX4IP,149.916,17,39,235.20821
SMAD1,122.01747,68.000014,21.00445,191.06466
SMAD2,1340.55207,266.52922,331.7385,806.30255
SMAD3,775.0002,244.99989,391.00037,920.00003
SMAD4,730.33894,197.00002,239.318961,543.7476906
SMAD5,1305.793786,362.00002,445.000263,1486.999174
SMAD6,11,4,0,14.000033
SMAD7,104.99992,21.000016,41.99996232,86.99993
SMAD9,139.36339,20.046,51.00731,46
SMAGP,181.9608,51.05072,66.72854,161.830928
SMAP1,434.023,89.3683,442.9970704,510.46541
SMAP2,257,96,144.99963,306.99972
SMARCA1,123,20.00004,19.99999072,77
SMARCA2,587.9996708,204.9999721,335.9999273,1410.000703
SMARCA4,1664.014296,605.0188,1074.00003,3875.99851
SMARCA5,1132.85046,429.0002,330.99952,1217.99763
SMARCAD1,543.99932,154.99995,26.000049,481.00057
SMARCAL1,399.00019,98.00003,59,290.99962
SMARCB1,1052,351.99972,397.99994,950.0001902
SMARCC1,1412.00477,523.9996,443,2231.003
SMARCC2,939.6300195,298.64846,164.5009536,1371.071835
SMARCD1,590.9993,273.99976,258.00006,951.99958
SMARCD2,1060.00052,500.99968,638.00001,2145.00041
SMARCD3,101.38673,52.841327,33.151869,216.63799
SMARCE1,1065.32289,368.5420606,561.953526,1622.81256
SMC1A,761.99964,534.9998,272.00034,1281.99708
SMC1B,0,0,0,0
SMC2,555.00047,226.9997,344.9995,718.00012
SMC3,708.691,237,415.00023,1630.58
SMC4,1553.95227,531.0606335,1063.908324,2689.15208
SMC5,651.8681,147.999674,202.99991,596.38519
SMC6,403.57498,153.12143,230.06984,854.3589253
SMCHD1,736.9045,214.99976,104.000014,621.99998
SMCO2,3.999996,0,5,2
SMCO3,0,0,0,1
SMCO4,9.999997,13.999996,1,22.03769
SMCR5,3,1,0,1
SMCR8,328.847,81.2135,177.059,684
SMDT1,153.9999,83,114,191
SMG1,1662.54707,304.96653,933.28279,2404.89739
SMG5,907.0002,396,496.00024,1875.9951
SMG6,311.531994,79.00004,184.948408,387.72787
SMG7,1098.000217,353.00021,606.0001341,1825.00107
SMG8,229.30396,76,37.24136,288.10414
SMG9,356.04261,110.0000101,167.0732632,567.4026202
SMIM1,16.99997,4,1,31
SMIM10L1,215.332,84.4813,61.5103,194.232
SMIM10L2A,5,1,21,145.859
SMIM10L2B,6,0,0,5.14097
SMIM11A,34.52393755,62.957777,56.33031,43.35190855
SMIM11B,72.33436889,2.424998225,7.669730469,123.3436281
SMIM12,141.05817,95.00141,37.27398,398.84165
SMIM13,137.00013,54.99995,35.00005,227.0004
SMIM14,212.94455,35.354539,70.39318996,99.93392
SMIM15,433.0463,121,122.0005,662.605
SMIM19,111.01852,39.05097,27,124.99995
SMIM20,163.00029,63.99999,43.00002,149
SMIM22,17.99999,2,8,35.99991
SMIM3,501,117,305,299
SMIM4,58,44,23.99998,107.2498
SMIM5,0,1,1,4.00501
SMIM6,1,0,0,2
SMIM7,288.53754,125.473547,161.954577,452.587743
SMIM8,28.0055785,7.999995333,19.00002003,75.000532
SMKR1,10,11,3,25.99996
SMN1,346.066036,146.91213,208.0246,923.76381
SMN2,121.9644924,47.75451271,205.9759623,909.8071128
SMNDC1,304.99998,137,314.9996,482.0002
SMO,2,0,1,33
SMOC1,1035,179.00017,184.00024,834.00006
SMOC2,0,0,3.000002922,2.999995158
SMOX,374.000292,91,127,134.000029
SMPD1,125,56.99995,26.999982,87.00002076
SMPD2,110.8597,86.0068,63.3919,256.15554
SMPD3,11,4.137986071,12.4485,22.83535
SMPD4,658.23323,366.7713594,370.41393,1297.51198
SMPDL3A,34,9,18.00004,88
SMPDL3B,123.99993,49.00004,14.00000004,67.99997
SMS,2005.78997,375.0002,1072.90222,1243.82732
SMTN,1505.68876,155.9998,292.00047,239.112141
SMTNL1,3,0,0,0
SMTNL2,0,0,0,0
SMU1,604.828,190.345,332.196,1463.02
SMUG1,153.9044876,63.00003,63.00001,240.8937703
SMURF1,543.6275,107.93671,619.065,947.82898
SMURF2,597.78383,148.0002,68,402.205
SMYD2,1332.00052,323.00008,423.00008,861.0007
SMYD3,374.99981,99.99996,93,235.9996
SMYD4,107.910883,33.91852,15.24216,197.8363
SMYD5,228.00019,129,57.99997211,531.99955
SNAI1,10,4,2,23
SNAI2,827.00043,127,754,1040
SNAI3,3,0,3,9
SNAP23,326.46813,90.470733,28.0938267,307.43853
SNAP25,1,0,0,0
SNAP29,389.0833,152.1131,127.0695,438.2597
SNAP47,530.4894,242.1881764,134.52805,655.9317829
SNAPC1,158.186,43,70.3969,202.53
SNAPC2,376.00001,93.0000479,206,499.00022
SNAPC3,504.9995,90.353,276.00018,547.8867
SNAPC4,172.9996,101,26.99996,421.0002
SNAPC5,35.00001,24.00001,14.00003,93.28927
SNAPIN,296.99964,139.00002,52,293.00035
SNCA,189.89981,82.99997,31.22947057,123.753
SNCAIP,16.999996,36.99998414,0,15.000001
SNCB,0,0,0,0
SNCG,1594,288.9998,490.9996,1424
SND1,3651.99757,898.99997,2713.00274,7278.00384
SND1-IT1,4,0,0,6
SNED1,230.4172819,50.92131144,3.999999,22.95646
SNF8,443.41393,199.9998907,251.0327,635.728277
SNHG12,302.99993,110.99993,230.13518,573.01548
SNIP1,180.50918,58.17982,52.140502,266.59739
SNN,126,41,177,822
SNPH,37.99998,24,4,10
SNRK,206.9997,57.99998275,52.99999,143.1153562
SNRNP200,2908.90553,991.00028,1463.96283,4666.66569
SNRNP25,138.03952,119.00001,76.99998,176.08138
SNRNP27,277,59.7906,110.00008,221.68575
SNRNP35,112.10351,51.062,15.01027,121.64971
SNRNP40,179.99987,157.00033,103.99973,554.99958
SNRNP48,279.13,81,138.576,257.9999
SNRNP70,2167.00021,813,688.99999,2266.00046
SNRPA,1276.99912,412.99978,490.99971,959.98488
SNRPA1,475.999724,175.9996353,92.000031,424.92718
SNRPB,1228.0003,912,825.99978,2221.8246
SNRPB2,419.0001,181.99973,154.9995,538.9818
SNRPC,418.00038,261.00032,189.00003,851.99967
SNRPD1,445.97088,330.5636,124.6502,556.2853
SNRPD2,1450.00451,724.0001,1387.00507,2489.00108
SNRPD3,566.136,361.4733,226.38762,750.314
SNRPE,1001.51814,591.9194,347.00042,1093.10887
SNRPF,418.00002,297.0002,297.9997,716.96253
SNRPG,379.50565,335.00029,317.77326,626.69079
SNRPGP15,3.36203,0,1.22669,2.19081
SNRPN,392.66869,106.48511,87.93724,249.43434
SNTA1,124,18,92,83
SNTB1,27.99995464,7,3.999998,2.000003
SNTB2,733.86411,117,301.284,483.94229
SNTN,0,1,0,0
SNU13,1346.0005,654,410.9997,1246.9999
SNUPN,222.52999,74,29.97325,139.32196
SNURF,25.33161,15.51485,3.06277,8.69059
SNW1,694.97028,248.99999,398.00003,1202.850081
SNX1,779.00014,306.99991,148.00012,688.73417
SNX10,98,27.999984,18,31.00002818
SNX11,68.99999921,39.00004,38.000008,180.0001921
SNX12,524.99988,198.99945,151.99988,465.00019
SNX13,455.10459,97.9999256,158.01185,642.0004424
SNX14,752.20764,224.02784,362.73133,994.4836205
SNX15,284.753183,60.18134,37.13728096,188.296431
SNX16,91.00004,19.99999,53.00002,136
SNX17,835.1096,441.17771,367.00003,1335.42099
SNX18,55,20,46.00002,205.99958
SNX19,251.34498,159.0004929,120,880.75407
SNX2,771.00016,274.00053,302.9998,785.0002
SNX20,0,0,0,0
SNX21,140.83366,31.0447,6.051948,95.18332
SNX22,20.01883,2.37484,0,6.8919
SNX24,288.99968,87.0001,77,247.00024
SNX25,209.00038,64.00003,58.99999,94.00003
SNX27,562.97868,121.8335258,279.7792744,801.37081
SNX29,214.05047,40.00001,43.000034,284.06585
SNX29P2,0,1,1,10.5694
SNX3,1877.9964,457.99957,1156.0006,1834.0002
SNX30,371.9999,61.000038,122.00028,220.0017
SNX32,4.00984,1.08803,3.00792,17.04667
SNX33,1278.386,168.934,276.2528,561.319
SNX4,300.00004,84.00001,41.00001,465.00032
SNX5,1377.80594,475.9996518,1515.06659,3405.02526
SNX6,1085.1974,216.97819,541.61574,1259.08615
SNX7,538.00047,216.0001,245.00054,422.99982
SNX8,158.99946,58.99996,75.99996232,315.0002
SNX9,743,240,221,821.99985
SOAT1,495.7397,135.0711,99.68057,539.3392
SOBP,3,0.999999543,1,0
SOCS1,10,1,3,7
SOCS2,265.54656,77.000057,69.00001,116.00011
SOCS3,126,42,78,153
SOCS4,192.00036,83.99999251,116.999851,504.99977
SOCS5,185.9998,48,130.9999,292.9999
SOCS6,259.9997,82,69.999982,196.9999
SOCS7,306.7137,114.14007,199.42037,611.32968
SOD1,1493.14389,686.9995,776.0003,1854.9989
SOD2,9367.62696,3126.275088,1448.13,18875.81322
SOD3,1,3,1,0
SOGA1,1109.07,347,237.8336,1548.18486
SOGA3,1,0,1,9.24366
SOHLH2,8,2,5,22.29464
SON,2748.967381,1120.00053,759.4983,3967.7292
SORBS1,10.99999875,1.000000235,6.244953,6.4863468
SORBS2,218.0444032,34.000032,0.999999977,18.000047
SORBS3,1076.000551,278.00045,199.000384,564.000004
SORCS2,3,4,26.00002,183.99978
SORD,716.22014,330.77948,267.59547,1190.18144
SORL1,826.0142401,122.999966,88.99995004,148.1751
SORT1,587.28469,236.0003,86.000067,158.04349
SOS1,673.9995,148.9995531,265.99978,733
SOS2,506.9995,88.00001,154.0003588,567.9998
SOWAHA,7,0,0,0
SOWAHB,4,6,11,70
SOWAHC,571.915,149,122,1400.76
SOWAHD,6,1,2,3
SOX11,3.17819,1.04562,1.13082,1.02694
SOX12,883,187,372,930
SOX13,569.02555,149.0156,90.03369,350.030927
SOX15,611.9997,161.0001,362.9997,801.9994
SOX18,2,1,0,2
SOX2,1,0,0,0
SOX30,5,0,1,0
SOX4,1382.98,95.4164,942.729,1294.86
SOX5,2.000485,3.000002,0,3
SOX6,15.99998772,10.00000081,1.99999962,5.99999899
SOX7,498.034,228,66.8207,731.56
SOX8,0,1,0,1
SOX9,129,25,1551,619
SP1,1867.7222,379.000075,901.99993,1942.998
SP100,4309.75975,934.73044,2672.26858,4065.62215
SP110,161.22121,51.1164,27.99997009,235.3972776
SP140,3.04146925,0,0,1.04893884
SP140L,136.9605,32.99996,6,99.95355208
SP2,133.99965,41,75,221.00011
SP3,929.99985,225.99962,925.0007,1352.0005
SP4,34.302497,11,15.0045,46.9686
SP5,7.000001,3,0,1
SP6,53,10.00000364,28,72
SPA17,114.017336,41.6689,36.476,98.3902
SPAAR,6.01359,3,2,17
SPACA4,2,0,0,0
SPACA6,93.86532,8.8873,0.389044,30.297472
SPACA9,73,13,25.0552,62.33715
SPAG1,56.46598,35.30335,27.96066,70.00001
SPAG16,53.00052,23.99998,32.00003,65.00107
SPAG17,0,0,0,1
SPAG4,204.00006,3,36.99999,26.99996
SPAG5,768.89157,249.00001,785.99972,726.88861
SPAG7,621.84798,183.99998,167.000287,514.58431
SPAG8,1,1.82046,0.377401,3
SPAG9,1048.74775,246.0001338,808.1281078,1436.279537
SPARC,994.00043,356.00001,11.00001,10
SPARCL1,3,3,0,1
SPAST,171.21291,54.229,83.999939,225.6631
SPATA1,8.02686,1,1,2.21458
SPATA12,5,0,1,1
SPATA13,16.047525,21.6805872,8.000003,87.010564
SPATA17,17.3113193,4,7.42985,18.27669
SPATA18,236.99976,56.99999,71.00005,248.00053
SPATA2,63,48,41,200.0002
SPATA20,484.00054,127.0000484,129.00004,545.9996127
SPATA21,3.17828,1.17756,1,4.62946
SPATA24,46.00007,8,15,22.999991
SPATA25,10,0,3,14
SPATA2L,89.99997,36.99995,7.999998,126.99962
SPATA32,2,0,0,1.0026
SPATA33,26.00076,17.999996,19,82.329502
SPATA4,0,0,1,1
SPATA46,1,0,6,3
